,asin,helpful,rating,reviewText,reviewTime,reviewerID,reviewerName,unixReviewTime
6140,B0038KX8S0,"[3, 3]",5,"Okay, the best part of this story was the blurb and the book cover. It does a really good job of getting your interest in what promises to be a good read. However, the first thing I noticed was the lack of editing. Many paragraphs had two people talking in them so that you were constantly going back and forth between characters, and trying to make sense of it. The second thing was the hero was a jerk. He treated the heroine like crap. All he wanted was to have sex with her, even when he believed she was his brother's girlfriend. And then he did. What kind of brother does that? A big no no for me is also when the hero sleeps with other women,(implied) even if he and the heroine were on a break. Granted, they were on a break for 6 months but if he cared anything about the girl he wouldn't be jumping into someone else's bed.What irritated me about the heroine is she hates him one minute, and sleeps with him the next. She's wishy washy and her character is weak. You didn't get the feel that there was any real warmth, even real lust developing between them. The sex scenes were luke warm but it was more because of the author's choice of words than the actual act.And yet somehow they fall in love and she finally gets that proposal at the end. Which just ended. I kept hitting the page thinking that there had to be more.","01 22, 2013",A1TOIAXAJ2KB4R,Tory Richards,1358812800
1881,B002KMJHZA,"[0, 0]",5,"A great many years ago, back in the late 1950s, I used books by this author to keep me studying for tests in high school. I'd read one chapter of the book and do one chapter in my text book, and repeat and repeat and repeat.I had very good memories of the stories.Unfortunately they didn't feel anywhere as good as they used to. I'm giving it two stars and not just one because in its own day it probably wasn't as bad as it is today. The wooden dialog was almost impossible to bear.","04 4, 2011",A3ETEBL6SRZYOZ,Stella Nemeth,1301875200
3105,B004C44556,"[50, 59]",5,"Bait to buy?This ""book/short"" is really just a full blown ad for his other book.Chapter one starts 10% into the ""book"" - after 10% of reviews for Beyond Justice.  Then this ""tale"" goes to the 49% mark.  With the last 50% dedicated to an excerpt os BJ.  Well, after a brief word from the ""sponser"" (author).The meager 39% dedicated to the ""hero"" is a TELL - nothing shown.  Though with the length I suppose there was no alternative for the writer.When I got this a while ago, it was not listed in Christian.  The one sentence description says ""redemption"" - but in a mystery /thriller (which this is listed under genre wise) that could hold meaning other than someone finding God.  It is not uncommon for teasers and word play - rather than literal intrepretation in such genre.  So, I was not expecting such a Christian heavy work.  That said, it was fine once I realized the case.  However, that is precicely what ruined the book as it became predictably obvious after the first Bible verse.  It is unfortunate as mysteries /thriller's should have some - well - mystery OR thrill.  None of either found here.But, the thing most frustrating is that this work was really just an offering to push another (more pricey) book.  While authors often push other works in some other novel - they do NOT devote 60% to that other book.There are a few punctuation errors and a couple word use issues - but was well edited.I won't try another from this author as I can buy a magazine if I want to read ads.Christine","05 13, 2012",A30YDY4XKVUBUY,Christine Staeven,1336867200
2620,B002Z13UO0,"[0, 0]",5,"I thought this book started out fairly well.About half way through there came one plot element/device that pretty much occupied the rest of the story.That's okay, but not great.  It left me with the feeling that not too much happened.The world seemed a bit thin and there were few compelling allusions to anything greater and deeper churning within the as-yet-untold-story behind the story.I waffled a bit between a 3 & a 4 rating, but I did enjoy the read, so I opted for the 4.As other commenters mentioned, there's a lot of hiccups to the writing due to incorrect grammar and occasionally the narrative will shift very temporarily to first person and jolt the reader out of the story.There's also that horrible horrible war between 'effect' and 'affect' that is rampant within this book.  These words are commonly misused within the book, which obviously irritated other reviewers more than it did me, yet I was not completely immune.What bothered me more was the lack of characterization and rationale for the actions of certain characters.  Some characters seemed stupid-angry simply because it was the only way to advance the plot in the direction the author wanted.Obviously I liked the book in certain ways.  I liked the main character.  I liked the process in which he began making a place for himself in his world.  I liked the relationships he had with several of his peers (and I liked several of those peers).  I liked the general description of the world.  I even liked the beginning of the main conflict, and a bit of the middle of the main conflict (though it seemed to drag on at some points).The question is how much promise does this author and this series have?  Will I pay $2.99 for the second book in the series?Right now I'm leaning against it.But if my current stash of $0.99 fiction runs dry, it will be in the realm of possibility.","07 1, 2011",A259Q7R79WRGOY,"Brian Chrisman ""fooburger""",1309478400
928,B001YQF0OK,"[2, 2]",5,"My son and I just finished reading ""Night Camp."" We started it a while ago and used it for his daily required reading. I believe he was to read at least a half hour per day for school.This book really held my son's interest. What more could you ask for - spooky castles, caves, mysterious camp counselors, cute girls, dungeons, bats, and adventure.I asked my son to provide his own review of the book. Here are his insights:10 out of 10SuspensefulFabulousInterestingA great kids bookI can't wait until she finishes Knight Camp (Me again: I have no idea if L.C. Evans is writing `Knight Camp' but my son would sure like her to.)Great book. Thank you Ms. Evans!!","12 25, 2010",AXSV2IRQX2C20,"JAScribbles - Read, Review, Repeat",1293235200
8758,B0032UDV0G,"[0, 0]",5,"Gargoyle Damien is on a mission to find one of four missing artifacts important to his people.I liked Stone and Earth for what it was - short and steam packed insta-gargoyle-love. There's only a touch of a story to go with the sex, and that sex includes a coupling between witch Katie in human form while Damien is in gargoyle form (as soon as that tail made its appearance there is no doubt where it was going to end up eventually in one of the love scenes.) That said, Stone and Earth did somehow still managed to give a sense of the characters Gargoyle Damien with his sexy french accent and witch Katie who is open to becoming part of his world, so for an erotic quickie it was fine.I am pretty sure I got Stone and Earth for free, there are three other stories in this series - one for each element Earth, Sea, Air and Fire and the other gargoyles' mates sound interesting: selkie, dragon and harpy. I'd consider reading them if they ever go on sale for .99 (since they are so short.)","06 15, 2013",A1DW5IH6QCOFQ7,melindeeloo,1371254400
3635,B003TO5CF2,"[1, 1]",5,I was trying my best to get into the book it was just too much or the flow just wasn't right for me! Kim was doing a little to much and really it didnt add up to me! I read up to half the book hoping it would bring me in but it didnt ! When u find yourself skipping pages to find the good part its time to give it up !,"01 30, 2013",A2U6FAVDARTX8K,KB'S WF,1359504000
11417,B00375LKC2,"[30, 32]",5,"I had high hopes for this book.  The cover is stunning, the title beautiful and I have a weak spot for WWII-based stories.I started reading the book and getting to know Rebecca and Eli.  Perhaps it's because I'm taking an English Comp class, and this weeks subject is Observation, but I noticed that every little thing had something describing it.  Rebecca sitting down on a ""white"" couch, every article of clothing described by color, every outfit change detailed.  It was so stilted in the description that I couldn't enjoy the pictures being created and felt uncomfortable by reading them.But the real breaking point for me was when Rebecca and Eli have a picnic on Valentine's Day... and then go swimming in a nearby lake.  Now, granted, I've never been to Germany, but I do have friends who live in Germany and there is not a single one of them who would be caught dead going swimming in a lake in February.  I think the author may have lost track of the time in the book because she also described the sky as being the ""spring"" sky, and February is not generally called spring, here or there.I'm chalking this book up to being another sappy, sad, average WWII story with some bad editing.  Disappointing, I wanted to love this one.","09 9, 2010",AOKGRSAS5VNS3,"Lydia ""The Lost Entwife""",1283990400
9078,B003MZ0OTM,"[3, 8]",5,"This is a really offensive book.  After reading 2-3 pages, I returned it.  It is not true to Regency conventions, the language is vulgar, it's plain porn.","08 1, 2012",A1KCDJRDFZT26B,Karen,1343779200
10493,B001892DWA,"[1, 1]",5,"****Spoiler alert**** I don't really give things away, but some might consider what I say spoilers, so fair warning. I was looking forward to this book mainly because I usually love Maya Banks's style. But I found myself having to push through parts of the story. The plot sounded good, different, and it was. However, there was no real angst. The story, by design, starts out in the middle of the relationship. She does explain what led up to this point, however, the men never show their &#34;alpha-ness&#34; in any true sense and she just capitulates to them way to easily. None of them seem to have any friends or family as well. If she was so unhappy and lonely, why didn't she talk to them? Why is it only the three of them? The only other character mentioned is the men's personal assistant who seems to be on her side. But she doesn't confide in her either. Also, it is mentioned in the very beginning that one of the characters may not be happy with the arrangement and that line is quickly dropped, never to be mentioned again. I normally would highly recommend anything by this author but I don't feel I can with this one. It seems to be lacking something that usually makes Maya's books quick reads.","04 5, 2014",A1X3KHJDTS00CB,Dmlvy75,1396656000
2135,B003DKK1GW,"[0, 0]",5,The story was only fair and I was very annoyed because of a poor index.  I was looking forward to some intriguing reading.,"02 19, 2014",A2KHRTGD54ZY68,sandy,1392768000
596,B0031RDWCW,"[0, 0]",5,I'm really rating it 3.5 stars.This is one of the creepiest books I've read and manages to horrify the reader without being explicit or vulgar.The book synopsis and even the beginning few chapters in no way prepare you for what's coming.The change in Lloyd's personality just broke my heart while Sam's transformation gave me hope.The book is so scary not only because it was written so well but also because this could have happened to anyone.It was a quick read but not a forgettable one.,"07 28, 2012",AY75AUG94T06A,Midu,1343433600
10866,B001HQHCBQ,"[0, 0]",5,"I really enjoyed this little catch up book.  I love J.R Wards books, hopefully she can do more of these with the other brothers also.","10 22, 2012",A24L2VPO97GOFA,Amazon Customer,1350864000
6125,B00378L7DQ,"[3, 3]",5,"All these books are available FREE from Project Gutenberg. They are also all included in the Andre Norton Megapack, which is 99, and contains 11 SFantasy + 3 Civil War books free from Project Gutenberg, plus one mystery by Norton + another writer. So, you can either get it free, or get more for the same or lower price. Unless you specifically want the mystery contained in the megapack, why pay anything?","04 12, 2014",A32PYP772QZE4T,Wordwizard,1397260800
2037,B000TU16PE,"[0, 0]",5,Three out of three. This is a good series.I enjoyed it very much and hope there are many more.Thank you.,"02 24, 2014",A2TYVZQ0UB6MOX,JANE FRAZIER,1393200000
2922,B001GF6U4S,"[0, 0]",5,"This is the second time I have read this book and I love it ad much as the first time. It is a story of love, loss, finding joy and love again, understanding how fragile life can be. It is written with sensitivity yet lace throughout with humor as only this author knows how to write.","11 19, 2013",A2JVQ0QSQRK8RC,Karin Hurt,1384819200
2917,B00359FHZ6,"[1, 1]",5,"An interesting format, but a wonky read.  The CIA characters are uninteresting, and the Iraqui characters are underdeveloped.  It was not an enjoyable read","07 14, 2013",AOKLLFUWRPBYX,Fviola,1373760000
10885,B004C44MKY,"[0, 1]",5,"Though the story line seemed interesting, the story was actually boring. It was long and drawn out. I would have loved to see more history, more facts about the area in this book. The unlying sexual tension wasn't very well plotted. The abuse from the father did make for some interesting reading, but for the most part, this book made me bored. There was no major drama that kept you reading. There was nothing to hold the reader. It was just average and dull.","03 4, 2014",AABXUSGGXUY1Q,"Nickinic - Ebooks Galore ""Authors please feel...",1393891200
9275,B0022NGHXC,"[0, 0]",5,"Max and Buddah deal with the trials and foibles of their human family, repeatedly wondering ""WHAT were they THINKING??"", and giving us all a good laugh in the process. If you're looking for some good kitty-fun and like to laugh, this is the book for you. Way to go, Max!","07 14, 2013",A11S7INC3V4OJJ,"Cynthia R., Auburn, NY",1373760000
5597,B001VLXME8,"[3, 4]",5,I read The Amazon's Curse and was let with a lot of questions. It was a short stories. But it was missing something?????,"04 16, 2009",A2C4RC9C4ARLRD,Cristina Roskoff,1239840000
5046,B00309SCW6,"[1, 1]",5,"In ""Tabloid Star"", which is a very good tale, by the way, we got to witness the romance of Josh and Ryan. Ryan an up-and-coming mega action film star, and Josh a beefy burly bartender at a hot local club. By the end, the two men committed to each other as a couple. In this tale, the story picks up with their wedding.The story is not as compelling as Tabloid Star, but that's not really a problem. You see, the drama was laid out in Tabloid Star, and it's there that the traditional romance unveils. This shorter tale is for fans of the original story who want to see what life has in store for our two heroes. There love is not in question, so there's no conflict there. If anything, this story serves as a sort of extended epilogue. It toggles back and forth between the wedding itself and the events leading up to it after Tabloid Star.It's short, it's sweet, and it's priced accordingly. It lacks the conflict and drama of a romance story because, well, it's not. But it still easily fulfills its original intent of closing out the original tale and letting fans of those two characters have a taste of them again. Tabloid Star was the cake, and With This Ring is the scoop of ice cream on the side.","03 8, 2011",A1N3GNCJWXQ1ZP,"Robert Carnevali ""Typical, middle-aged guy""",1299542400
6255,B003TLMMMQ,"[1, 1]",5,"Captain Barrick's kind (tiger like creatures) is dying off and to offset this Barrick decides he must mate with an outsider.  Barrick pays 2 million credits to a woman to locate his mate.  The woman finds Alycia James here on Earth.  Barrick travels to Earth and claims Alycia as his mate.************Spoiler*********Alycia manages to flee from Barrick and then is captured by Barrick's enemies.  Barrick rescues Alycia. Alycia thinks that since Barrick rescued her he must love her.  I think the 2 million credits he spent on finding her behind was his motivation for rescuing her.**********Spoiler Over***********************This story is not for the faint of heart. There were two scenes that made me say, ""Eew!"" Needless to say, this story was not romantic or sexy.Would I recommend this to a friend? Skip it. You won't miss anything if you don't read it.","06 10, 2011",A21TGLZ8QDW5OO,Danielle,1307664000
7997,B0030H26JS,"[0, 1]",5,"A short read, which was good in this case, as the sex scenes didn&#8217;t live up to much & there was nothing new just a typical Mills & Boon storyline. Was on the boring side, glad it was only .99c & even happier it finished quickly","02 19, 2013",AZ2EXXGD7FAD4,AvidReader,1361232000
6770,B0014JD6PC,"[0, 0]",5,I only read the 1st story. I could relate to the pain of losing one's mother and the fear of learning that you have cancer.I hope this book brings comfort to the people who read it. It just made me sad.,"09 28, 2013",A3SI8XPGRJXQTI,Darlene,1380326400
11071,B0048EJZ46,"[0, 0]",5,This book was ok reading not one of my favorites but an ok book to read when nothing else available,"11 24, 2012",A4KUDZPT2JP2Z,"Corinne S. Aguilar ""csa""",1353715200
3855,B002BDT64A,"[0, 0]",5,This is a fascinating book;  enough twists and turns to keep me reading longer than I usually read in one sitting. With a totally new way of looking at zombies and how they function.A book I recommend. I've started reading the second book and have the third and last waiting for me.,"12 6, 2013",A32PX453MXWTL2,"E. Edward L Forte , Jr.",1386288000
2429,B002RKSZJO,"[0, 2]",5,"The story was interesting.  I found the descriptions of the fish and other sea creatures to be tedious to get through, but I persevered and finally finished.","05 20, 2011",A30VUMM1U58VPK,Crissy,1305849600
8248,B002DGSWIG,"[0, 0]",5,The author has a great imagination. He takes zombies in a whole different direction to a destination I haven't figured out yet but am anxious to find. Worth the read.,"12 24, 2013",A25G5MRHT3DZSF,Aaron,1387843200
2316,B001L5T1JO,"[1, 1]",5,"If you have been cheated on, read this, you can turn your life around. Holiday of a lifetime becomes love of a lifetime.","03 26, 2013",A30DJUBLZEECSU,lubel,1364256000
5957,B001RV3ON6,"[2, 2]",5,"I think I might have enjoyed this a bit more than some of the other reviewers, but it wasn't anything new or impressive. It read a little more like a novella than a full on novel as there were parts that seemed thrown together and pieces skimmed over.If you are looking for a little paranormal romance that is solid and reliable, then this is for you. The characters weren't fully developed, but you got the general idea who they were. Part of this was the need to set up a bit of a backdrop for future stories, I think. I found Ms. Rogers depiction of pack rules to be interesting and LOVED the touch that the heroine was a strong wolf, but because of her circumstances didn't know what the heck was going on.It was light, funny and romantic. There were one or two plot points that left our characters making silly decisions and that was a bit annoying. And the sequence of events wasn't exactly surprising- no twists, turns or cliffhangers here. BUT! If you can overlook that and just focus on the fun stuff, you will enjoy this.","08 25, 2010",AQNXEOJ4RPCGW,A. McKinnon,1282694400
6435,B0028256HU,"[0, 0]",5,I enjoyed reading this book. I liked the story and how it kept my attention from beginning to end. I will continue to check out this authors other books.,"02 24, 2013",A3E67C7D48XKGN,Barb P,1361664000
8766,B002NU5JRY,"[1, 2]",5,"Now all the writer had to do is finish it. This book is the perfect example of a cliffhanger. It was well written, but in the end, I was like &#34;AH, COMMON!&#34;","04 2, 2013",A8MTDB180W1XE,"A. Ellison ""real LS costomer""",1364860800
9225,B004D4Y5Y6,"[15, 19]",5,"This could have been a very good story.  If the author would have kept it a story about a haunted house, and trying to get rid of the ghost. There is not much of a ghost story to it.  If you like to read stories about the main character talking about her vagina, her period, and her sex toy that she carries with her everywhere she goes, on every other page,  then this is the book for you!  I found the writing juvenile and somewhat embarrasing. This story had no romance at all.  It was all about two horny people that werent getting any.  I wish I wouldnt have wasted my time on this book.  It was really bad.","04 16, 2011",A189WEM8JTRYTN,ChanceJ,1302912000
8,B001L5T22U,"[0, 0]",5,"Loved this book, I am hooked on this series and hope there is more! Kelsey Maxwell really made these characters so I couldn't get enough.","09 30, 2013",AMSWCFSQ8SLK9,Amazon Customer,1380499200
4582,B000JMLBHU,"[0, 0]",5,"One of the few Verne books that are a disappointment, and have a poor and unbelievable plot that drags on.","12 8, 2013",A2RFN1PQDVN5ZV,El Coolios,1386460800
572,B002HHPV1C,"[0, 0]",5,"Also available in Tickle My Fantasy anthology from Samhain Publishing.Plot:Debra's a witch with A Secret that the BadGuy wants. Can werewolf Maddox keep her safe and convince her to trust him before it's too late?Comments:- Contemporary paranormal (shape-shifting, witches) erotic romance.-  1609 kindle locations, 19,000 words.- m/f - explicit, not frequent.-Carolina Pearlby Sela Carson appears to follow ""Carolina Wolf"". In ""Carolina Pearl"", Maddox's sister, Blair, gets her HEA.Opinion:Interesting, but not my cup of tea. I sadly did not find myself invested at all in the characters; I just didn't care. A whole lot of stuff was tossed in this novella and I found I simply wasn't that interested in it. Okay, it's a nice enough tale mixing historic references with magic and shifting but when shoved, hard, into a novella, it just didn't all fit.2.5 stars rounded up. An author of possibilities, but not a book I would recommend.""Tickle My Fantasy"" anthology:Carolina Wolfby Sela Carsen.The Ghost Shrink, The Accidental Gigolo & The Poltergeist Accountantby Vivi AndrewsParaMatch.Comby MK MancosWitches Anonymousby Misty Evans-CR-","04 12, 2012",A1ZN2JLLR9GI3T,cathyr,1334188800
7191,B004CFAOIM,"[1, 1]",5,"I enjoyed the first 1/3 of the book but it quickly turned into childish dialogue and adolescent sex fantasy, I struggled on until 65% through and then gave up.it was a good strong start and interesting then quickly turned into nonsense.","09 10, 2012",A1FOK9LMDX3DRD,Amazon Customer,1347235200
4464,B001U891AQ,"[0, 0]",5,Grace Livingston Hill always has a great story line. She was a wonderful author. I love the way she brings in the need for faith in  our lives.,"02 9, 2014",A2KO1NQZKFOF6L,Amazon Customer,1391904000
10789,B00365FIG2,"[0, 0]",5,"I liked the ending of the book and the epilogue, but it did repeat a lot.  No matter how many times his wife explains she isn't repulsed by him, he doesn't hear her.  This is repeated over and over.  I too, like other readers, knew exactly who the person in question of all the ACCIDENTS was.  This was my first book by this author, and if I would find a book of hers free, I would read it. This book is worth no more than $2.99.  Near the end, there is a love making scene within marriage, (finally), and it was well done.  Plus another one, but not as descriptive. (ljb)","01 15, 2014",AHMV0N47XOIMZ,NavyWave62,1389744000
10656,B001BUPF62,"[0, 0]",5,Have always loved these stories and hope they will endure.  Make believe is something we all need in these tense times.,"04 19, 2013",A3GN2Y68DRXUNX,Miami Grandma,1366329600
6293,B0029U1A08,"[0, 1]",5,"self published authors need all the exposure we can get.. this channel provides a professional looking post about kindle authors without being heavy handed or self serving.. we appreciate the publicity groups like this provide without charge or obligation.. keep up the good work!Jerry Guarinoauthor of Cafe Stories, The Devil's Orchestra and The Chess Table","12 31, 2011",A2JEYZV34D3QKB,G. Guarino,1325289600
10993,B001FB5T4K,"[1, 3]",5,"Thank heavens there is a dictionary feature in Kindle!  The antiquated language was ponderous as was the unnecessary prosaic verbiage as well as detail beyond all reason.  I found them charming, but I would never read any more of them.  They are an acquired taste.  If you don't love old English novels, don't bother.  If you like Doyle & Christie, you'll probably find them interesting.  For the price, they are a bargain.","06 9, 2012",A1GB03BOMYOVT5,Bex,1339200000
11561,B000JMLHYC,"[0, 0]",5,A well written kids book that I enjoyed all the same. Life was just so miserable in that era and the weight of depression just hangs on even with a change in fortune.,"09 18, 2013",A3L37OKQ8YTJQ5,Amazon Customer,1379462400
3843,B002ASASR0,"[6, 6]",5,"I read this because someone recommended it to me, and it was a cute read.  Other reviewers have already summed up the book, so I won't go into that.  I'd say the author's biggest strength is her humor.  I'll give an example.  The hero had the heroine in a bath (she wasn't feeling well at the time so he was trying to bring down her fever), and she asked, ""What am I doing here and why do I keep touching your lovely chest?"" It was the last part that had me laughing out loud.  Even as I think of it now, I'm laughing.This is a good book for people who like women disguised as men stories where the women are strong and fully capable of taking care of themselves.  The heroine was no wimpering female, and the hero was lovable too.One thing I don't understand is why this was tagged as a Christian romance.  If you're familiar with the traditional market for Christian romances, this is not tame enough to be termed Christian.  There's stuff in here that would be deemed offensive.  Though the hero and heroine never went all the way, they did go pretty far, and since Christian romances don't go beyond the kiss and some readers thinking necking is ""lustful"", I don't know if I'd recommend this book to women who are uncomfortable with nudity and touching body parts that are usually covered.  (For me, this is not a problem, but since I've seen some reviews by women who expected a very clean Christian romance and got upset with ""necking"", they won't like this book.  But if you like a little more realism in your book, then I say go for it!)Like I said, I have no problems with this book.  It was fun and light and perfect for a nice beach read.","06 2, 2010",A3C5SZ4DMF0FDP,"Ruth Ann Nordin ""Historical Romance Author""",1275436800
8245,B002SB9ZNM,"[1, 1]",5,"This is a good collection that includes some more unusual Mexican recipes. It's well laid out and easy to follow, and a useful book if you're bored of cooking the same few dishes you get in most Mexican cookbooks. It's not the most extensive Mexican cookbook around - as it says, it's ""the best of"", not ""the complete"" - but even so, you're likely to find something new to experiment with. I'm familiar with most of the recipes in here, but I can't wait to try Roasted Corn Soup with Corn Truffles and the Mayan Roasted Vegetable Salsa at this weekend's Cinco de Mayo feast!","05 4, 2012",A1GL7QQGMMQX95,Matt Kelland,1336089600
1242,B002VFPSCM,"[0, 0]",5,"I did not read the first three books but it didn't seem to matter. This book was exciting, suspenseful and addicting. The characters are rich and well planned out. The plot is exciting and had me glued to the book until I finished it. I plan on reading the first three books and any other books by Frank Tuttle. Bravo!","02 19, 2011",A1MBFUV5DZNEZQ,"R. M. Putnam ""Fantasy Writer""",1298073600
6103,B002X8492M,"[3, 3]",5,"I expect more from a book from the publisher, Ellora's Cave.  I would not call this a book, as it only has 66 pages.  It is not a novel, but a novella.  I enjoyed it.  Gargoyle is a good strong hero choice.  I liked the main characters.  I would have liked more adventure.  It seemed like it was going there but then the 'chase' was over.  I would have liked more from the 'bad guy'.  A flashback, or extended backstory, of how the curse was laid on Cray would have helped immensely.","06 2, 2012",A1IOYM1ASKIOLF,Natalie Gibson,1338595200
11715,B002C04RZU,"[0, 0]",5,"This was another great short story and I found the H to be drop dead gorgeous. The idea that the H had such a wicked reputation but in reality was an honourable decent guy, was a different touch. The author certainly had me believing that there was a connection between the H and h that went deeper than her merely wanting to be ruined by him. Nice story.","02 14, 2013",A2VXSQHJWZAQGY,Sandy Milan,1360800000
10074,B004H1U3QY,"[0, 0]",5,"This is a bad, bad, awful book.  It reads as if it was written by an excited twelve-year-old.  Every other line with an exclaimation point -- I'm sorry, I didn't even know people did that for real.  It contained so many unnecessary words (things like:  ""Under the window, where he looked presently, he saw something that hadn't been there when he last looked a moment ago"") and just unfortunate phrasings.  The plot is stupid and the characters are so unrealistic it is almost impossible to believe that the author regularly consumes any type of decent fiction.  Even recreational exposure to mediocre storytelling would make this level of badness impossible.  Finally, I'm a reader who regularly reads challenging books and I'm still unclear on several aspects of the story, even after rereading them a few times.Lines like ""Suddenly, he was inside of her!"" to describe a date rape -- I'm not even making this up.  The exclaimation point is really used there.  I don't know if the author thinks this is a fresh and effective way to write or if he just doesn't care.This is a bad, bad, bad book.","06 6, 2011",A3A7FF87LEVCQ1,morehumanthanhuman,1307318400
5376,B002G1ZY4S,"[0, 0]",5,"I  listened Bull Dog Drummond  on radio,when I was  boy doing my homework  lessons ,out of the night  an into the fog steps Bulldog Drummond! Thrilling radio show ! But.  The book is much much better.Michael C","12 15, 2013",A2KQIHHW0IB4WG,Unknown,1387065600
5989,B000R93D4Y,"[4, 4]",5,"I found this book to be well written with engaging characters. In fact, it drew me in to such an extent that I have now purchased all books in this series so far.","06 24, 2013",A1W9AP3P1N4WTY,DebSunshine,1372032000
6166,B002HJV4PM,"[0, 0]",5,Usually I love Kelly Jamieson's books however this one was just way to short to have any type of character development.  Maybe that was the point.  I just didn't really like it so much.,"02 24, 2014",A1NW7BB7AFZ4AH,"DJ808 ""Book Connoisseur""",1393200000
4673,B002OHD194,"[0, 0]",5,"This was a really good book, it kept my attention and gave me more to think about regarding terrorism!It was interesting to see the author's take on a different reason for terrorism instead of that which we experienced on 9/11.","07 9, 2010",A20UK33QO7AOGQ,Grammie,1278633600
9652,B002F3PPVE,"[1, 1]",5,"Its missing something but unsure of what exactly. I didn't mind reading it and I became sucked into the dilemma of the mind(s) and the characters, but I don't necessarily want to rush out and buy the next sequels either.","01 4, 2010",A2CJRU4KQ8WRC,AmberLight,1262563200
6895,B001892DJS,"[4, 5]",5,"Rebecca Small is an intern for a museum. She is fascinated with pirate captain James Morrow. As she organizes his belongings for display, she reaches for a dagger that belonged to him. Once she touches the dagger, she is pulled back in time to the year 1715 where Rebecca finds herself fighting alongside James on his pirate ship.James is baffled by his wife's sudden change. Where once she fought him and held him with disdain, now she fights alongside him and surrenders to his passion. As the days pass, this new Rebecca intrigues and fascinates him. He is drawn to her but he doesn't trust easily. James' plan was to take his obstinate wife to Barbados and leave her but now he's not so sure. Is this a trick or has his wife really become his soul mate?Crystal Jordan's angle on time travel in Treasured is one I've not read before. I really liked it. James is sexy and commanding and Rebecca is definitely his perfect match. Treasured is a very steamy romance with a great storyline.Nannettereviewed for Joyfully Reviewed","05 19, 2008",A320TMDV6KCFU,MNix,1211155200
7181,B001BXNQ2O,"[0, 0]",5,I enjoyed this book. I was by far too short. I liked the interaction between the characters. Lila could have been a little more bolder in the beginning to get her bluff on.,"05 19, 2013",A1HBVZ59WM93W4,Wanda Wince,1368921600
5367,B002BSH5YI,"[0, 0]",5,I liked the story line but the editing was bad. In fact so many of the books I have read on my kindle lack editing good or bad. Good relationship story as well. I recommend it to everyone who likes to read.,"12 29, 2012",A3IVSZ06K8XFLP,S. S. Davis,1356739200
9684,B001QOGLOS,"[1, 1]",5,"The second book on the Wizards trilogy continues well, as the Daughter of the boy in the first book finds her way to Kimyra to deal with troubles left over from her father's visit years before.  Using her knowledge of Earth technology, she rapidly becomes a capable user of that left by the ancients, and thus the Red Wizard by local standards.  Along the way she learns important lessons involving lying and responsibility.  A good series for a teen to read, and not too bad for an adult.","01 11, 2013",A3UVLALBZZ84B5,Alan D. Gunhouse,1357862400
1650,B001QIGZZ4,"[7, 8]",5,A great short that sticks with you.  It was remarkably powerful for a work of such a short length.  Congrats to Joe Hill for weaving such a strange but memorable tale!,"12 19, 2011",A31L0XOY4GVRR8,"Mark Abrams ""Mark""",1324252800
5999,B0032UDUHK,"[5, 6]",5,"I'm torn between a 1star review, for the blurb not saying its paranormal, and a 4 star for hotness.The story is at a good price, it is hot, but the lack of a warning that it is paranormal story really annoyed me very much. It started off okay (the story about a conservative girl wanting to break out of her shell and get a tattoo; stopping at a tattoo shop and finding the tattoo dude like super hot) and then all of a sudden it took a sharp left turn off into La La land (talking about dragon protectors, mates, cr&egrave;ches Verikos, and Gemii's ... It was just weird) and seriously that drove me CRAZY!!!If you like paranormal, for a 1.50, you can't go wrong with this story.However if you're not a fan of paranormal STAY AWAY!!","03 14, 2013",A3FNKMGPXJ0BR8,EJ,1363219200
1263,B004MYFVMC,"[3, 5]",5,I read this book in just a few minutes and could not figure out why it was even written. Why would you write a story like this with no point? Great possibilities with no substance. It was like reading a diary with no end.I would not recommend this one to anyone.,"06 27, 2011",A2NMIB90J9KUFT,"Patricia C. ""Patty the bookworm""",1309132800
5880,B001GPOO64,"[1, 1]",5,"Oh so sexy a read, quite explicit scenes of sex.  What a romance too, finding their long lost love affair. I really enjoyed it.","05 6, 2014",AFHUQMR769QGW,devoted,1399334400
1477,B001HQHCBQ,"[40, 40]",5,"This was a great teaser. Zsadist has always been my favorite from the brothers.  Z has been to hell and back.  He faced his demons and was rewarded with Bella and Nalla waiting for him on the other side.  He is so courageous and strong but at the same time can be tender and vulnerable.  This novella delves into Nalla's birth, Bella's kidnapping, Z's past existence as a sex-slave and also Z, Bella and Nalla's life as a family.  If you are a Z and Bella fan or a BDB fan this short story should not be missed!  If this is your first exposure to the Black Dagger Brotherhood series I strongly suggest you read the series in order Dark Lover, Lover Eternal, Lover Awakened, Lover Revealed, Lover Unbound, Lover Enshrined, Lover Avenged and due out 4/2010 Lover Mine.  I highly recommend the entire series to dark urban fantasy readers.  IMO, the first three books in the series classify or closely classify as hybrids between dark paranormal romance and dark urban fantasy and the rest are dark urban fantasy peppered with a bit of romance.  But whatever the classification, the series is phenomenal!I also recommend:Dark Lover (Black Dagger Brotherhood, Book 1)Angels' Pawn: A Companion Novella to Angels- BloodPleasure Unbound (Demonica, Book 1)Hotter Than HellHalfway to the Grave (Night Huntress, Book 1)","08 12, 2009",A12FGRUDIJI1W4,"Kathy E. ""Kathy""",1250035200
