,asin,helpful,rating,reviewText,reviewTime,reviewerID,reviewerName,unixReviewTime
11705,B004I8WPTY,"[0, 0]",1,Cardboard characters. Not worth wasting time on.Amazon required extra words so I can submit the review and read something good.,"03 1, 2014",AMFXOLE1OXROK,"adrianne ""adrianne""",1393632000
1707,B004HKIGU0,"[0, 0]",1,"blah blah i read this in 10 minutes, and it really sucked. Wish I could get my time back... oh well at least it was free","04 27, 2014",A3VBVQ81YPMDYT,sally struthers,1398556800
6803,B004GHN5T6,"[13, 15]",1,"I feel totally ripped off! This story had an interesting premise but the execution was sorely lacking. Was sooo not worth what I paid for it, and because of that I would NEVER read another thing from this writer. Talk about robbing people blind! Who wants to pay for something that only takes 5 minutes to read. The author should be ashamed of themselves over this.","09 13, 2011",AVAZJG94CQT3F,crazycreek,1315872000
10278,B0031RS71S,"[0, 0]",1,"I read &#34;No Cry For Help&#34; and really liked the book. I thought I would try this one. It was full of horror to me. You have people being burned to death, shot to death, kept in holes in the ground, starved, doing with out water, being beaten. You name it.I stopped more than once and thought I would quit but thought surely it would get better, guess what, it did not. You can read other ref ewers write ups to see details. It was just a book filed with very bad things happening to good people for no reason. I would not recommend it at all.","03 22, 2014",A1N01YOBWF8WDP,"Mac Blair ""Mac Blair""",1395446400
8419,B0015Z7VWE,"[6, 13]",1,I downloaded this book free for Kindle. I read the reviews and was thinking I would enjoy this book. Boy was I ever wrong! I was so bored with this book because it didn't seem to move out of the bedroom once the main characters made it there. I decided that was enough for me and I was done. I finally deleted this book withoug ever finishing it. I only rated it one star because I could not rate it NO STARS!,"07 16, 2011",A3LA0AIB4UV6U7,Gabby,1310774400
10238,B003FL6X52,"[2, 4]",1,"I know a lot of reviewers read this book not fully realising what it was, but I had read the Amazon reviews, and knew what it was about, and decided to give it a go anyway.Basically, this is a sequel, and doesn't work as a standalone, at all. I get that sequels are for people who have read the first book, but a little backstory never hurt anyone. There is *none* in this book, and given that it's free, I think there should have been an expectation that this would be peoples' introduction to the series.So, anyway, Holly is eight months pregnant, and 'married' to three brothers who won't have sex with her because they're afraid of hurting her, or the baby.Eventually she manages to convince (i.e. corner and threaten with 'the wrath of a hormonal woman') two of the brothers, and have sex with them. Only one of these sex scenes appear in the book, the other fades to black.Eventually, she has the baby and everyone ends up happily ever after. The description of the birth is a little...graphic for my taste. I would much rather have read about that second sex scene than listen to one of the brothers try to make sure Holly had passed the placenta *shudder*What's really irritating, is the extract at the end of this book is intriguing, but because of the lack of characterisation, backstory and world-building (I know it's not fantasy, but there is zero description of Holly's location and surroundings), means I won't read that book.I only finished this book because it was mercifully short, and I would have felt very guilty giving up on a short story.","04 9, 2012",A1OK2B6G8FNYFM,CharlotteSimmons,1333929600
10020,B003100UBA,"[2, 3]",1,"thats about all I can figure. now I'll read just about everything, and while I am not a fan of romance novels or erotica in general, most of it is so laughable that its nearly a comedy with sex in it.  this one goes from werewolves to a unicorn sidhe...and just goes down hill from there...actually it went down hill from page 3, it could have gone so much better, it had all the perfect stuff to start off a great book with some serious erotica in it...and then it crashed and burned.all I can say is good thing it was free, and even then, I think the cost was to much, they should have paid me to read it. I gave it one star, because they don't have negatives.  all I can think is a sex starved virgin minor with a somewhat vivid imagination wrote this one.","02 28, 2012",A177GXTRWO0S7L,"kchan ""whateva""",1330387200
3759,B003ZDO3S4,"[8, 11]",1,"First off I have to say that I really wanted to like this book. But in the end it didn't grab me and pull me in with its rather blah storyline.The sex scenes didn't work for me and neither did the sometimes over-the-top descriptions used within. While others may love this book, I did not.","12 24, 2010",AXLAYEWZ5WMHM,A Customer,1293148800
5016,B003XVYJ2S,"[6, 10]",1,What could have been a fun story was so poorly written it's a complete waste of time. Not worth it even if it is free. Dumb.,"10 4, 2010",A276LUWIEKINRI,"BBC Addict ""ESK""",1286150400
4648,B003XU7ICW,"[3, 3]",1,"I've read some of Annabel Joseph's other books so I thought I knew what I was getting into with this one.  Unfortunately, she apparently felt the urge to add a myriad of plot elements to this one to beef it up and they don't all work.  This is a pretty standard BDSM tale, which is to say there is lots of hot sex with a little bondage and spanky-spanky thrown in.  Heroine has past trauma that is not fully explained and given what are told about heroine makes it a little hard to believe she acted the way that she did in putting up with it.  Okay, people change.  Hero Dave isn't fully explained at all.  He likes kink and he likes to take pictures of kink.  He's never fully fleshed out and I didn't care about him at all.*Spoiler*  Sqwicky plot element explained.  Okay, I don't know how many times I've read it in this author's works but I've got to tell you BDSM and pregnancy are a BIG turn off.  They don't work.  They shouldn't even be in the same room with each other.  If that wasn't bad enough the author added BDSM miscarriage to the mix.  OMG.  NO, just NO.This is the last of the author's books that I'll be reading.","09 7, 2013",ASST4CB0VVZB9,I told you so,1378512000
2634,B003FL6X52,"[5, 11]",1,"This was a complete waste of time.  A few very short chapters and as someone else has already mentioned, time spent reading that I'll never get back.  Even at free, it costs too much.","06 29, 2010",A16ARLYLJBNUYK,CLJ,1277769600
7832,B002KMJHYG,"[16, 16]",1,"I love Andre Norton and to me she is the Queen of Sci-Fi. That being said, this is one of the first books I purchased for my original Kindle and I didn't realize that this book was a compilation of public domain novels that are available on Project Gutenberg. Knowing that these books were recompiled public domain novels, later I repurchased versions of these books that were properly edited and also looked at Project Guttenberg's book list.As far as the stories go they are great but I was disappointed to find incomplete series of novels presented and that it included genre other than Sci-Fi. I did give the stories 5 Stars but as far as the book is concerned I give it 1 Star. I am now much more careful when I purchase older material. I am surprised that Amazon allows public domain books to be sold in their store.In Andre Norton's favor, I still love her work 50 years after I read it the first time!","05 25, 2012",A1X1CEGHTHMBL1,jjceo,1337904000
5070,B004I6DL0I,"[1, 1]",1,"While the story has promise it was a difficult read.  The author needs to work on the craft of writing. Many rookie grammar, spelling and storytelling mistakes were distracting.  While in some cases the characters were hundreds of years old they didn't seem to have evolved beyond the consciousness of high schoolers.  Characterizations were also a bit inconsistent.  Political intrigue is not very sophisticated and the ways characters stow away and otherwise sneak around to avoid detection stretches credulity.  I also didn't appreciate descriptions such as ""The Latina woman"", ""the Asian"", or ""the dark man"" to describe every character who wasn't White.  In the meantime, what I assume are white characters had not such descriptions.  I appreciate the attempt but the author needs training.","10 6, 2013",A3QUKDP3MNQM3A,Ilzamar,1381017600
10013,B003JH86TI,"[3, 5]",1,"I like vampires. I like humor. I like vampire humor.But I can't even get halfway through this. I haven't read anything else by Naylor, but the writing style in this made me feel like I was talking to an air-headed 12 year old. Maybe the character IS 12 years old, for all I could tell. It's, umm, complicated. And, umm, the writing is just aggravating. The juvenile, hesitant, umm, narration style made it impossible for me to get anywhere with this. At least it was free.","05 19, 2011",A2F5S4H4V4XR10,JCJAG,1305763200
11179,B0030H269S,"[0, 0]",1,"First of all this story was super short, not well structured and there was almost literally no character development. I get it's a short story but really, most of the erotica short stories I've read on my Kindle lately have at least a hint, but this one has none. Don't waste your money if this one's not free. And if it is? Don't waste your time.***SPOILER ALERT***The fudge thing? Not too bad... UNTIL it got to Mr. Stranger shoving up into certain feminine orifices.... Yeah no...","06 3, 2011",A2ONJTQGTKBPLK,Alecia J. Rivas,1307059200
8388,B003XNTYUS,"[3, 3]",1,"Sidney the female protagonist is outwardly hostile to Ben , she just doesn't seem to want the love that so clearly and grows in Ben's heart for her , and every act of kindness burns her like a brand. Intense anger over every man she meet and her overly negative actitude made her a unlikeable protagonist. The end was also extremely rushed and unrealistic.","08 27, 2011",A107ADY46SEAJY,"K. Bergamo ""katiabook""",1314403200
6694,B004E9U9AY,"[0, 2]",1,SORRY THIS BOOK MIGHT BE A GOOD ONE BUT I LOVE FANTASY ROMANCE AND THERE JUST WASN'T ENOUGH TO HOLD MY INTEREST.,"01 2, 2013",A21K9CF22PAGL5,"J. MEADOR ""J.MEADOWS""",1357084800
2503,B003CC15I4,"[3, 5]",1,"This story was unrealistic and didn't really keep me wanting to read more. The sex scenes were a little too graphic for my taste and the overall story was just not believable. Thank goodness it was FREE, otherwise I'd have been pissed to have paid money to read this.","01 3, 2014",A1ZS5FZ921G1EV,Titi,1388707200
5220,B0038KX8S0,"[0, 1]",1,"I just couldn't get into this, I did notice the grammar errors, but more than that the story was lacking something. It had a great setup; I was just disappointed as it progressed.  I didn't care for the writing style either, but that's just me.","08 27, 2012",A2W9R5WQGRG900,Jessie,1346025600
349,B0037263Y0,"[1, 5]",1,I was not impressed with this book and do not recommend it.  I was expecting more but I was highly disappointed.,"12 23, 2011",A38T7RW4K81OD4,"Divine Goddess ""~Blessed~""",1324598400
728,B0015Z7VFG,"[6, 7]",1,They left her for dead.  How can you trust them ever again.  Much different than her other books where the guys are oblivious.  I hated it.,"05 24, 2011",ALKP59XJ1XI5D,D. Jordan,1306195200
5077,B00472O74M,"[1, 4]",1,"Have to agree with the grammar errors, they sure ""keep coming"", but that is all whats ""coming"" in this Book. It is just another boring mindless Story.This must be one of the Authors ""trial and Error"" Books, it dont works for me.","08 14, 2011",A3F90LOBOET4Y3,BlackForest,1313280000
5229,B002BNL7YC,"[0, 2]",1,"I understand that a time travel romance novel is not going to be Shakespeare but I would appreciate at least some form of logic. I can't begin to tell you how many things bugged me about this story. Besides the atrocious spelling and grammar, the plot and characters were just plain silly. Kat went from being obnoxious (which obviously translated to strength) to being a victim (which somehow translated to softness and a resilient spirit). The dialogue was terrible. Leafy boy? Buster?Seriously does anyone talk like that?There is also the glaring fact that a 21st century woman kept excusing absolutely heinous actions by her new warm and fuzzy slave-trading, child-murdering, woman-raping family because they didn't make her sleep with the other livestock (read: people).As far as I'm concerned, coercing her into having sex before he told her that she wouldn't be allowed to keep her child was just another example of what a great guy Leif was. At every opportunity to believe in her, her ""husband"" failed but in Kat's mind that was all right because, apparently when you've got piercing blue eyes and a six-pack, you can squeeze your wife's face so hard she cries and it's taken as a sign of what a passionate, conflicted, deep man you are. Am I the only one who wondered what happened to the plotline of Kat being erased from existence if her ancestor was killed? Leif was such a strong leader that he quaked in his buckskin boots every time he thought his warriors might think he wasn't tough? And where, oh where, did the ancient Norse get potatoes?? I could go on, but you get the idea.","11 29, 2011",A3VL2DSSWO8P5R,Ophelia Keith,1322524800
9313,B004HW6FTC,"[0, 0]",1,This story has to be one of the worst I have read this year. The story is short and boring. The characters were not developed and the author was all of the place with the story. There where too many characters to follow and I'm still trying to figure out what was the point of the book.,"03 2, 2013",A7JEY73F8JP7O,Coco,1362182400
1120,B004LROPC2,"[1, 8]",1,Earth has blight everywhere and Maerlin is to blame. He created a pathway from the realm of elves and dwarves thinking no one would be wiser. Hah! Magic is never fooled. Today's world needs to be healed,"01 30, 2013",AG8IB3QLKLWK4,Amazon Customer,1359504000
7647,B003C1QYRC,"[2, 5]",1,"Paragraphs are not indented so the text is page after page of straight type.E books are no longer new.  Authors publishers should, by now, know how to format.  Although this may be a good story, it is unreadable.","05 15, 2011",A2HWNB6RYS3L7G,Barbara Mcauliffe,1305417600
7675,B00413PU5M,"[2, 3]",1,"Damn. I bought this after really enjoying the Spark series.Big mistake.I stopped after the first escape attempt was followed by the first episode of sexual degradation.Writing like this perpetuates and reinforces the notion  that women like to be kidnapped  and raped.What answer would you get from the latest escapees in Cleveland, among so many other unfortunate women who have been kidnapped into sex slavery?You should be ashamed of yourself, Ms Dawn - especially as you can write much, much better than to use this cheapest of cheap tricks for so-called ""romance"".I won't buy any more of your books.","05 12, 2013",AA5FVX2OWISH1,Mara,1368316800
8220,B003AKY4TK,"[2, 2]",1,"I was thoroughly bored by this book.  It consists almost entirely of endless dialogue, either between two sisters, or in main character Cara's head, as she talks to herself.  This dialogue is about nothing.  Seriously.  Nothing.  I tried to find some sort of plot, and some sort of content, but there wasn't any.  This is not a mystery novel, it's an endless stream of small talk.  It's like listening to teenagers' mindless chatter.  Teagen and Cara are supposed to be twenty-something sisters, but they act like children.  They run around worried that their mother is going to find out details of their lives, and possibly tell dad.  Oh Noes!  Look, if you're nearly thirty and your main worry is that mom doesn't like your roommate, you need to grow up.  Likewise, if at nearly thirty you need to hide the fact that you lost your job from mom because she might not like it?  Again, grow up.I will not be reading any more of this series, and I regret the time I wasted on the first volume.","08 9, 2012",A3R9H6OKZHHRJD,LH422,1344470400
8350,B004IEAAD6,"[0, 0]",1,"A new pastor comes into town who is anti-gay and Luke and his foreman/lover Simon have to struggle to keep their ranch going when the town turns against them. I picked it up because I like M/M cowboy reads, unfortunately I couldn't wait for this one to end. This book was poorly written and I went to the next page waiting for it to get good. The characters did not come alive and most of the book seemed cliche.Even the sex in this book didn't have any spice. Needless to say I do not plan on continuing the series.","01 24, 2014",A1H6C4HGU6TAK,"Alex ""Eclectic Reader""",1390521600
6011,B004GNFNT0,"[2, 2]",1,"Such a shame that this book was just too 'perfect' everything seemed to just fall into place yet not really work as a story line!I don't know why but i felt Edward was younger by many years and Dana was more like his mum....maybe it was the really lame shopping scene??Im completely shocked with this series since NFH series & Pyte series are fantastic 5 Star books!Im not sure it got any better later in the book, but I felt this just really was not my cup of tea!I'll just wait for more NFH & Pyte books to come out!!","05 16, 2013",A2WA0ICRX5ELFT,Jessie,1368662400
6297,B002RHP4YQ,"[0, 1]",1,"It was to short. And u don't know half of what was happening. The story could have been better. W as just crying because she was praying. Maybe I have to re-read to If I had known this was a manga story by an American, I would not have gotten it. It was a BIG disappointment. I guess you can't trust free stuff.","10 2, 2013",A2WIZXYG2G32DZ,A.C.R,1380672000
9765,B004KAAY3E,"[0, 1]",1,A bizarre short story that begins with a nice hook then disintegrates into a gory ghost story. The story had a whole lot of potential especially with the feral girl angle but left this reader disappointed  even though it was offered  free.,"12 4, 2012",A35EO35OZKAXK6,rcdac,1354579200
9771,B003UNJZY6,"[1, 2]",1,"The book is based on the premise that King Henry VIII did not die, but went into secret exile.  Henry is on an island with his son William and he shares his exploits and stories as King.I found this book extremely hard to get into.  I typically love Tudor novels and historical fiction in general.  The dialogue tended towards rambling and did not add a lot to the story.  The characters were a bit flat and one-dimensional.  Ultimately, this was just an odd book.","02 18, 2011",AYYAIPS6M3HB8,"Mary E. Young ""JanaRose1""",1297987200
11689,B0042P5DA6,"[21, 26]",1,"I couldn't finish this one, stopped at 38%. I'm not sure what was the least appealing, the story or the writing. Here's an example:His shin pounded like the devil had come up from the Gulf for a bit of crawdaddy gumbo and to play the steel drums until he got what he wanted.","08 25, 2012",A1V6HBWXG533JZ,Rita Book,1345852800
6577,B0040JHZPA,"[11, 14]",1,"I like reading this genre of books, and this is the first time that I wanted to reach out and slap the characters.  Emily, the ""heroine"" is self-absorbed, out of control and whiny to book.  She is portrayed as a complete slut, unable to make it through the day without sex.  She is seriously without any redeeming attributes...doesn't want to be helpful....willing to do all three brothers on the same day - not because she is interested in a menage - simply because she is apparently constantly horny.  The leap to ""love"" for the brothers and her is non-existant.  They remember a 12 year old child, and BAM - the day she returns they are in love with her.  Talk about a leap of the imagination.  The way the sex was portrayed in this book actually gave me the heebies - and I stated before - I like the concept of menage relationships.  This book was just too unbelievable to swallow.  Yikes.","02 20, 2011",A3DHVMK2M9YL2A,"Lisa O ""Voracious Reader""",1298160000
4071,B001TUYV7S,"[2, 2]",1,I paid for this book & all I got was approx 10 pages & there wasn't even anything interesting about it.  VERY ANNOYED,"06 16, 2013",A1SNXKG6Y4ZCUB,Teresa Gane,1371340800
11801,B004AM59T6,"[2, 3]",1,"It started out with promise but quickly devolved to a very run of the mill story. It feels like a Buffy remake and not a very clever remake at that. Shannon is a demon and vampire slayer who's falling for her slayer partner, who is a vampire, and who also has feelings for her. She struggles with her feelings throughout most of the book because ""these feelings were wrong."" The plot was slow, the dialog trite and it just doesn't make for an interesting read.","02 1, 2013",AA6KE87O4DAKK,Sarah,1359676800
8861,B0045UA73G,"[0, 0]",1,Don't judge a book by its cover!You get what you pay for!Seems anyone and everyone has downloaded the free ebooks on how to self-publish and get rich in a week.  Give it away and have all your family and Facebook friends write rave reviews to boost your Amazon rating.  Buy a cover from Fiverr.  This joke isn't even funny.Support your public libraries instead.,"05 14, 2014",A39JVTXWLE8O0L,Poppy,1400025600
9072,B001IWL1ZM,"[4, 8]",1,"I will read almost anything.  I like romance, erotica, thrillers, humor.  This book wants to be erotic but really it's just sex and the sex isn't that interesting after awhile.  There is no character development, the plot is more than simplistic.Basically, the guy goes into the Tyger version of a heat.  He needs sex and he needs it now.  The spacecraft needs him to pilot so they ask for a volunteer.  A female Tyger from his planet volunteers.So they have sex, domineering sex that gets old after the first two times. He treats her like convenience.  She resents him but wants him. And could the character please stop saying the word pussy. The pun was old after the first 10 times.  The guy gets well enough to pilot, his heat ends, he dumps her, she is broken-hearted.He ends up missing her after all and decides to take her back.  She says yes. The end.Really.  No plot.No depth of character.The male character is unlikable.So that's what I have to say.  This one is a not worth the three dollars.If you like these types of books, read Lora Leigh's Mercury's War, Megan's Mark, Dawn's Reckoning.  Those three are much better than this one.  Want something with more humor?  Read  'When He Was Bad' or 'The Beast In Him' or any of the series by Shelly Laurenston.You want something with more edge?  Read about the Sazi series by C.T. Adams.But don't read this.","06 30, 2011",A1WTLJWU7F21FU,"B. Lou ""B.Lou""",1309392000
5157,B002NOGDL6,"[0, 0]",1,"This just wasn't a great read at all. J.L. Langley has been a favorite author of mine since I read Without Reservations and I expected His Convenient Husband to be just as good, but it wasn't. While I might not be completely into the cowboy trope like the other readers I have enjoyed it on occasion (so it's not that), but this one just felt like a cliched, by-the-numbers plot. It lacked any kind of interesting qualities and missed the sexual chemistry between Micah and Tucker by a mile. I like her other books immensely, but this will be quickly forgotten for her other entertaining books.","12 10, 2013",A1QTCOP4K6MQUI,L. Collins,1386633600
9096,B003FL6X52,"[0, 1]",1,Very weird and scattered.Almost like amateur had written it. Plus all three were the baby's Daddy. THAT IS A FANtasy in its self. Must of  been a male writer take over for those thoughts .that was time I will never get back,"05 22, 2013",A1G6KI79L72Z7B,marie scott,1369180800
3836,B0049B314S,"[1, 10]",1,"I've been surfing my Kindle recommendations looking for my next summer read, and came across the listing. Since the author seems to be an e-book self-publisher, this is a note to her: please find an editor.I'm an avid reader - and an English major. The title of the book alone horrifies me. ""The Mountaineer's (Alexa's Travel's)""?  What you're looking for is ""The Mountaineers (Alexa's Travels)"".I'm delighted that e-publishing expands the number of available stories, and gives new authors a better chance at publication. But I'm noticing more and more that these books are poorly edited, if they're edited at all. And if the TITLE of the book contains *two* punctuation mistakes...this is not a good trend.","07 25, 2011",ANJCSMKOXTRTS,Ficwriter1966,1311552000
8865,B00408AQ98,"[2, 4]",1,"I usually love her books but this was absolutely terrible and plain painful to read. Im not even sure how to explain how it could be better. It just did not work. However, I am still a fan of hers just as long as i am never subjected to this book or anything like it ever again.","01 19, 2013",A1T72Z52TO7SLR,Angel,1358553600
1832,B003YUCEE8,"[1, 1]",1,"this could have been any detective short,very short, story.  there was none of the character of Rutledge at all.  waste of money","01 3, 2014",A3CQJZ8ZA8RFPL,"cat lady 4 ""Bumber's Mom""",1388707200
2489,B001SN83KM,"[1, 1]",1,"If you are looking for a disturbing book to read, where people fantasize about getting peed on, then this book is for you!  The book spiraled out of control pretty much immediately, leaving me wishing I never read it.  The writing was extremely bad, jumping from one thought to a completely different thought on a different world a second later.  I really just can't emphasize enough about how bad this book is.  All 3 women (a mother and her 2 daughters) are nuts.  When I finished it, I felt very dirty and needed a shower.  Not sexy at all, there is sex, but it's gross weird sex.","12 6, 2012",AO0MHBLV529AU,Amazon Customer,1354752000
10810,B003PPDB8K,"[0, 8]",1,Let's see:  Start with a hero with a real talent.  Put him in a bad situation.  Make the situation worse.  Get him arrested and put in prison.  Make that worse.  Make everything hopeless.  Drag it out indefinitely.  Are we enjoying ourselves so far?  I gave up on this novel by the sixth chapter.  My patience ran out.  It had every appearance of continuing without relief for an indefinite period.  Good luck to you if you want a depressing book.,"11 22, 2013",AUFQ68T67GECZ,Ron Watts,1385078400
11893,B0038KX8S0,"[0, 1]",1,"I've never said this of a book before.  The author appears ignorant of basic English writing skills. For example, a conversation back and forth between two people is jammed together in a single paragraph, making it hard to read. The writing is so incredibly terrible that I found it impossible to actually read the book.","01 24, 2014",A26F5B12T242LL,"Margaret P. ""mhp2027""",1390521600
1145,B004DNWI8W,"[0, 0]",1,"This book will be added to my ever growing list of, ""I'm glad it was free."" I'm starting to think that all the ""give the ebook away free so we can get buzz going"" should stop because 9 outta 10 times the feed back is bad. The writting was very choppy and the story reminded me of one of many sci/fi B movies I've seen.","08 1, 2012",A3EVMG0WJDNBJG,April The Great,1343779200
588,B002DOSBO8,"[0, 0]",1,"I almost didn't finish this book.This is about a hero that unselfishly put off from going to his mate in order to keep things normal for her. Plus they were related (not by blood, but by marriage).The heroine was fantasized and loved the hero since she can remember.When thing start to happen and their relationship finally progresses, the heroine turns into a selfish, whinny b***h (to me). I can't stand when our heroines turn into &#34;basic b****hs&#34;.So anyway, I really wouldn't recommend this book. It was not very entertaining and the aggravation of how I started to feel about the heroine took center stage for me and ruined the rest of the book.","04 7, 2014",AFLUSKCVBJ8UG,"Ella-Lee ""`~*Ella Lee*~`""",1396828800
491,B003XVYJ2S,"[1, 2]",1,"The writing was technically better than most free books, but the women-hating and casual violence were appalling. Couldn't make it past the first POV change.","09 19, 2011",A1THOJW6MREYET,Caite,1316390400
6035,B004JN0GAI,"[5, 7]",1,"There was so much potential to this story.  But it never really developed into much.  We know next to nothing about the main characters and not much about their ""romance"" either.  Don't waste your time.","03 9, 2012",A1FMMK4M1GHIVO,Bookworm,1331251200
4470,B003SX125I,"[1, 3]",1,"Awful - probably part of a series where one had to know what was going on.  But the editing was terrible, I didn't know the why's and wherefores of what was happening.  But being free, what can I say?","09 25, 2010",A1GXCURHNDNPL2,"Marie T. ""snobird6""",1285372800
3671,B000NY11RY,"[1, 2]",1,"this book is a good read, but not at this price.  I am a very avid reader and have read a lot of books by Bella Andre, however there is no way anyone should pay this price for a paperback with 300 pages.  Her other recently released books are too expensive as well at over $8.  Believe there are a tremendous number of great writers equal to or better and at 25-0% of the cost.","12 14, 2013",A13G5OBZQ843I0,"N da Know ""CC""",1386979200
4944,B004AYDJM8,"[1, 3]",1,"This was a very cruel joke...why build up to this great honeymoon scene and just let it fall flat!!!! I'm just glad it was a free read, I would have been pissed if I had spent money on it...","03 12, 2013",A202Z9YNTF5M5,joyjoy,1363046400
3359,B003CC1LDS,"[0, 0]",1,"This book is terrible. Very predictable, poor story line, just not interesting at all. I love dragons and medeival stories, so I thought I'd love it, but I was wrong. I would not recommend this to anyone.","02 10, 2013",A2JFLX1FDSFF5C,Amazon Customer,1360454400
7002,B001QIGZY0,"[2, 3]",1,"It was free, so I cant really complain, it was just a little slow for me, and my girlfriend and my sister...","05 13, 2009",A1H6SBO7R007I8,A. Reader,1242172800
6086,B0043GX1C6,"[1, 2]",1,I just could not finish this book. In fact I read about 10% of the book abd got so creeped out that I had to stop. Perhaps the out of body experience would have been interesting but when I started to read about the murderers I just got the chills and had to stop reading. This was just awful!,"12 15, 2011",A1YQYFEIVGQ38F,"Charles ""Melinda Pruitt""",1323907200
1109,B00492CJVS,"[0, 0]",1,"Not appealing at all - an attempt to do Lucy/Vivian type hijinks. Janet Evanovich delivers on this type of mystery/humor, but unfortunately, I just found the heroine annoying, and unappealing.","06 24, 2014",A1D1NZGC903VCM,"Marbee ""Contrary Mary""",1403568000
5102,B00480OPOK,"[0, 0]",1,I just didn't read it more... it just dropped my interest  don't know why. but you might wanna give it a try.,"04 2, 2013",A2NKR4Y31XT9NZ,Cyndle,1364860800
8882,B003Y8XPMA,"[3, 6]",1,"Parts of the set-up here were really interesting.  They were even more interesting when they were on BBC's Merlin.  I mean, you kept the slash dragon.  Really?  King Ungor?  If you're going to file the serial numbers off your fanfic, file a little harder.","12 24, 2011",A1TTEYGRITZG1J,"Lucy ""cereta""",1324684800
9660,B0032UPUOQ,"[0, 0]",1,"I am really not a fan of this series..which surprises me 'cause I love Lora Leigh.  She did not write this book..or most of the Bound Heart books for the masses.  I dare say, only a select few will enjoy these books.","09 22, 2013",ANJ50VGRMBLC3,"Amazon Customer ""d. johnson""",1379808000
2698,B0030CMJCW,"[7, 10]",1,"I love romance with a little spice ...however i do not like to read about m/m or f/f and i felt like this should have been a clear warning that this was a book that includes a same sex relationship,..as soon as i started to read this book i deleted from my library...","02 27, 2013",A2XX1BK23BQBYI,Vickey,1361923200
157,B0030MQJ82,"[1, 1]",1,"Couldn't get into this book.  Sorry, maybe I will try again.  Have too many other great books to read/review. I usually love the shifter books.","02 20, 2013",A1MYRSPMETTIHE,penchic,1361318400
2915,B003GDIA0U,"[2, 3]",1,It was an interesting idea that could have been summed up in a single sentence. Bodice ripper. Two femmes. Not my style.,"08 15, 2013",APSJY7O3R5HNL,Amazon Customer,1376524800
2098,B003370JMQ,"[1, 1]",1,"As I was reading this book, I couldn't help but think that if ""I Love Lucy"" were x-rated this would be a perfect episode:  Lucy on a roadtrip where all sorts of unexpected disasters befall her. The problem for me is that I've never liked Lucy. Humor based on the thinnest of plots, stupidity and amazing coincidences just isn't my cup of tea. Add in characters who are cardboard cut-outs and a boatload of unmotivated sex (you know, lust at first sight and every sight thereafter, like animals in heat) and I'm really sorry I spent any time or money on this book.","10 7, 2012",A2GCVUZ1N1TBZ2,jhl,1349568000
5664,B0049P1NQ2,"[4, 4]",1,"I couldn't find anything to like about this book.  I didn't like the characters and found the background story on the main characters wasn't developed enough for me to care.  I think the author did herself a disservice because this first novel felt very rushed and incomplete.  We were immediately thrown into the action with characters we had not yet had a chance to get to know and care about.  Then again, what was there to like about the ignorant, money-grubbing Daisy, cunning and crafty Aiden or Peter the Lunk Head?  I was appalled when Aiden admired Daisy's intelligence when she was going on about her business plan talking about ""those people"" (Koreans) so ignorantly I actually winced while reading.  She didn't sound smart; she sounded like a bigot and a hick and someone too young and experienced to have a clue about the world outside of Hollow Creek, KY...which I guess is what she was.  Aiden was so outrageously conniving it was almost comical.  All he needed was a long mustache to twist while laughing maniacally over Daisy tied to a railroad track and the image would have been complete.  Peter was such a chest-thumping, keep-the-woman-barefoot-and-pregnant caveman that the moments where he was supposed to be breaking down and showing his softer side almost didn't make sense.  Also, when Daisy's big (and obvious) secret was finally revealed in a dramatic (and predictable) fashion to Peter; I didn't feel sorry for either character.  I was actually very happy that this little bit of drama had finally come to its predictable conclusion.On a side note:  I found it extremely annoying that Daisy and Peter kept referring to Jessiemae but we never met her.  Here was a character that sounded like she might have a little bit of complexity and she never makes an appearance in the story!!Anyway, I downloaded the second novel, Daisy's Choice, right after completing this bit of fluff and it immediately became apparent that the author tried to make up for what was lacking in the first novel by giving more background on these characters.  But at this point, I find these characters so revolting and unendearing that I no longer care to see them get to, what I suspect, is just another predictable happily ever after.  I returned the second novel and am certian I won't ever reread Aiden's Game.  This is not to say that I am finished with this author because I know she can do better than this trio of stereoptyped, two-dimensional characters.","03 6, 2013",A1KYENSZAYYICL,V. Russell,1362528000
4078,B001IP0UVA,"[1, 2]",1,The story wasn't too bad - what little there was of it. HALF the download was ads for other titles. I felt my money was completely wasted.,"02 22, 2011",A1AC9O27IEH57H,"Movie Fan ""Diane""",1298332800
2269,B0041T59IY,"[3, 3]",1,"Nothing is clear. Too many things are happening, and all without any form of order. I don't know what the author hopes to achieve, but it is definitely not enough to read it again, or get to the second book (please not!).","02 5, 2014",A1KMK4TM8V56OI,M. Y-Ks,1391558400
10811,B003URRRRE,"[0, 1]",1,"Sorry, hate the book.  It was too flowery and gushy for me. It did not appeal to me in anyway. I could write a book on why I didn't like.  There were others who did so maybe it was just me, found it too sappy!","12 30, 2012",A1TY1ILM5T2LO8,Amazon Customer,1356825600
4904,B004JXVOD6,"[0, 0]",1,This cover did not fit my Kindle and was much to heavy for my liking. I reordered another cover that is much lighter in weight.,"06 2, 2014",A1JSI79RADY2N,B. Bringuel,1401667200
